CVN,IMO.Number,Name,mmsi,Ex.Name,Flag.State,Operator,Owner,Group.Owner,Built.Date,Built.Year,Keel.Laid.Date,Contract.Date,LDT,Demo.Price.LDT,Demo.Date,Dwt,Size.Category,Beam.Mld..m.,Draught..m.,Gear.Detail,Price..NB.,Currency..NB.,Main.Engine.Fuel.Type,Main.Consumption.at.Service.Speed..tpd..,Main.Engine.Detail,HP.Total.Propulsion,SOx.Scrubber.Status,Eco...Electronic.Engine,Environmental.Detail,Service.Speed..knots.,Holds.Total.No,Grain.Capacity..cu.m.,Type,Main.Global.Zone..Last.12.Months...,Est.Crew.No,LOA..m.,Ballast.Speed..knots.,Laden.Speed..knots.,Main.Engine.LNG.Ready,Owner.Nationality.Region,Builder,Status,GT,Year.Rebuilt.Convert,Old.Type,Main.Bunker.Capacity..m3.,Beta.Atlantic.Pacific.Based..Last.12.Months.,TEU,FEU.Total.Cap,Launch.Date,Operational.Speed..knots.,TPC,NT,Strengthened.for.Heavy.Cargo,Strengthened.for.Ore,Owner.Main.Vessel.Type,SOx.Scrubber.1.Retrofit.Date,Max.TEU.in.Holds,Max.TEU.on.Deck,Alternative.Name,Ballast.Cap..cu.m.,Propulsor.Detail,Crew.Total.No,Public.Listed.Company,Financial.Lessor.Owner,Alternative.Fuel.Types,Cargo.Interests.Company,State.Interests.Company,Private.Equity.Company,Joint.Venture.Company..Owner.,Hull.No,Registered.Owner.Company,Box.Hold.Ind,Group.Owner.Country.Region,Great.Lakes.Only,Call.Sign,Age.Scrapped,Fleet.Type,Bale.Capacity..cu.m.,Sister.Vessel.Code,Owner.Size,Post.Panamax..Ind.,Post.Panamax.Old.Locks..Ind.,SOx.Scrubber.1.Retrofit.Indicator,Demo.Buyer,Stock.Exchange,Panama.NT,Suez.NT,P.and.I.Club.,Air.Draft.From.Keel,Last.Hull.Survey.Date,EST.Number..Energy.Saving.Technologies.,EST.Detail..Energy.Saving.Technologies.,Hull.Survey.Due.Date,Consumption..tpd.,Deballast.Cap..cu.m.h.,CGT,LBP..m.,Gear..Ind.,Log.fitted..Ind.,ConBulk,Pool.Operator,Manager,Manager.Country.Region,Operator.Group,Operator.Nationality.Region,Eco.Speed...Ballast..knots.,Eco.Speed...Laden..knots.,Main.Consumption.at.Laden.Speed..tpd.,Main.Consumption.at.Ballast.Speed..tpd.,Main.Consumption.at.Eco.Speed.Ballast..tpd.,Main.Consumption.at.Eco.Speed.Laden..tpd.,Australia.Fitted.Ind,Builder.Country.Region,Operator.Country.Region,Stock.Exchange.Ticker,Speed..knots.,Speed.category,Great.Lakes.Fitted,Contract.Date.Ind,Self.Unloader..Ind.,Builder.Yard.Location,Air.Draft.From.Water.Line..m.,Demo.Location,Manager.Group,Grabs.Ind,Vessel.Name.Date,Ice.Class..Ind.,Ice.Notation,Self.Unloader.Type,Original.Builder,Original.Builder.Group,FEU.Max.In.Holds,FEU.Max.On.Deck,Deck.Strength..sq.m.t.,Deck.Cargo..Ind.,SOx.Scrubber.Indicator,BWMS.Status,Deck.Timber.Loading..Ind.,Pool.Operator.Country.Region,BWMS.1.Retrofit.Date,BWMS.Technology.Type,Grabs.No,Deck.Cargo.Height..m.,Auxiliary.Engine.Detail,BWMS.2.Retrofit.Date,Maximum.Speed..knots.,Self.Unloader.Cap..t.hr.,Total.Cargo.Decks.No,Hatch.Max.Length..m.,Hatch.Max.Width..m.,Heavy.Lift..Ind.,Hull.Type,Hatches.Total.No,SOx.Scrubber.Details,NOx.Detail,Main.Engine.LNG.Capable,Alternative.Fuel.Type.Ready,Dwt.per.TEU,Beta.Deployment..Last.12.Months.,Beta.Port..Last.12.Months.,Beta.Country..Last.12.Months.,Beta.Region..Last.12.Months.,Beta.Global.Zone.Group..Last.12.Months.,West.Coast.N.America.Deployment..Time.in.Last.12.Months....,West.Coast.S.America.Deployment..Time.in.Last.12.Months....,East.Coast.N.America.Deployment..Time.in.Last.12.Months....,East.Coast.S.America.Deployment..Time.in.Last.12.Months....,West.Coast.Africa.Deployment..Time.in.Last.12.Months....,UK.Cont.Deployment..Time.in.Last.12.Months....,East.Coast.Africa.Deployment..Time.in.Last.12.Months....,Med.Black.Sea.Deployment..Time.in.Last.12.Months....,Australasia.Deployment..Time.in.Last.12.Months....,Middle.East.Deployment..Time.in.Last.12.Months....,East.Asia.Deployment..Time.in.Last.12.Months....,Indian.Subcont.Deployment..Time.in.Last.12.Months....,SE.Asia.Deployment..Time.in.Last.12.Months....,North.Asia.Deployment..Time.in.Last.12.Months....,Southern.Ocean.Deployment..Time.in.Last.12.Months....,Arctic.Deployment..Time.in.Last.12.Months....,Aux.Consumption.at.Ballast.Speed..tpd.,Aux.Consumption.at.Laden.Speed..tpd.,Aux.Consumption.In.Port...Idle..tpd.,Aux.Consumption.In.Port...Working..tpd.,Aux.Consumption.In.Port..tpd.,Aux.Consumption.at.Service.Speed..tpd.,Boiler.Detail,Hatch.Description,Emergency.Engine.Detail,Depth.Moulded..m.,Group,Beam.Ext..m.,ship.name,ship.type,year,efficiency.metric,technical.efficiency,efficiency.unit,port.of.registry,home.port,ice.class,doc.issue.date,doc.expiry.date,verifier.number,verifier.name,verifier.nab,verifier.address,verifier.city,verifier.accreditation.number,verifier.country,a,b,c,d,total.fc,fc.on.laden,total.co2,co2.between.ms.ports,co2.from.ms.ports,co2.to.ms.ports,co2.ms.ports.at.berth,co2.passenger.transport,co2.freight.transport,co2.on.laden,time.at.sea,fc.per.distance,fc.per.work.mass,fc.per.work.volume,fc.per.work.dwt,fc.per.work.pax,fc.per.work.freight,co2.per.distance,co2.per.work.mass,co2.per.work.volume,co2.per.work.dwt,co2.per.work.pax,co2.per.work.freight,through.ice,time.at.sea.through.ice,fc.per.distance.on.laden.voyages,fc.per.work.mass.on.laden.voyages,fc.per.work.volume.on.laden.voyages,fc.per.work.dwt.on.laden.voyages,fc.per.work.pax.on.laden.voyages,fc.per.work.freight.on.laden.voyages,co2.per.distance.on.laden.voyages,co2.per.work.mass.on.laden.voyages,co2.per.work.volume.on.laden.voyages,co2.per.work.dwt.on.laden.voyages,co2.per.work.pax.on.laden.voyages,co2.per.work.freight.on.laden.voyages,additional.info,cargo.density,EIV,EEDI,EU.distance,speed,emission.factor,work.mass,load,distance_sum,work_sum,work_IS_sum,trip_nunique,W_component_first,ME_W_ref_first,t_m_times_v_n_sum,t_over_t_ref_with_m_sum,t_over_t_ref_without_m_sum,v_over_v_ref_with_n_sum,v_over_v_ref_without_n_sum,FC_sum,age,residual,distance_difference
16057894,9398137,Onozuru Maru,354043000.0,,Panama,Nippon Yusen Kaisha,Toyo Sangyo,Seno Kisen,2009-07-01,2009,2006-04-19,2006-01-01,,,,207973.0,Capesize,50.0,18.23,,,,VLS IFO,,"1 x Diesel - MAN B. & W. 6S70MC6.2 - 2-stroke 6-cyl. 700mm x2674mm bore/stroke 16,370mkW total at 81rpm",22257.0,,,2 x BWTS - Ballast Water Treatment System - Sunrui BC-3000 at 3000cu.m/hr - 2021 installation year,14.7,9.0,218790.0,Bulk Carrier,East Asia (51.7 %),20.0,299.7,,,,Japan,Universal SB (Tsu),In Service,106367,,,5874.0,Pacific,,,2009-04-24,11.35,,64038.0,Y,,Capesize Bulker,,,,Onozuru Maru,74782.0,"1 x FP Propeller (Aft Centre) (mechanical), 81rpm",20.0,,,,,,,,087,ERICA NAVIGATION S.A.,,Japan,N,3FJR5,,Bulkers,218211.0,73887.0,Large (21-50),,Y,,,,,,Japan P&I,,2021-11-29,2.0,"1 x Bow Enhancement - Japan Marine United AX-BOW®, 1 x Rudder Bulb - Japan Marine United Surf-Bulb®",2026-12-05,,,33787.05,291.75,N,,,,Toyo Sangyo,Japan,Nippon Yusen Kaisha,Japan,,,,,,,,Japan,Japan,,14.7,Service,N,Y,N,Tsu,,,Seno Kisen,N,2009-01-01,N,,,Universal SB (Tsu),Universal SB (Tsu),,,,,,Fitted,N,,2021-11-29,FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION,,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20 - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 1,680ekW total, (2,100kVA total) 450V at 60Hz",,,,1.0,15.84,23.4,N,,9.0,,,,,,International,,,,Asia,,,,,,,,,27.0,,52.0,,21.0,,,,,,,,,,,S,"1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 156mkW total at 1,800rpm driving 1 x AC generator(s) at 140ekW total, (175kVA total) 450V at 60Hz",25.0,Bulk Carrier,,ONOZURU MARU,Bulk carrier,2019,EIV,2.68,gCO₂/t·nm,Panama,,,27/04/2020,30/06/2021,001,Nippon Kaiji Kyokai,Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,,,Yes,,2928.25,,9161.02,0.0,3303.41,5832.55,25.05,,,,1612.33,167.19,1.31,,,,,523.04,4.09,,,,,,,,,,,,,,,,,,,,,2.68,,17514.504456008133,10.862853420830806,3.1284965423034237,2235.3053435114502,127.62595419847328,17291.76595748741,2224781.046745509,2215004.7477309275,4,5.828279375808064e-05,16370.0,9978525.0,1586.9129883085077,1469.7309551563358,558.5091790318597,942.0020776865434,1779969253.1672282,10,0.4975886772104161,222.73849852072453
16030576,9374040,Berge Kuju,232012567.0,Mineral Shikoku,Isle of Man,,Berge Bulk,Berge Bulk,2006-10-01,2006,2004-10-11,2005-01-01,,,,206312.0,Capesize,50.0,18.1,,,,IFO 380,,"1 x Diesel - MAN B. & W. 6S70MC-C7.1 - 2-stroke 6-cyl. 700mm x2800mm bore/stroke 18,660mkW total at 91rpm",25353.0,Fitted,,1 x Exhaust Scrubber - SOx - Yara Marine Tech Open - 2019 installation year,14.5,9.0,220022.0,Bulk Carrier,East Asia (24.8 %),20.0,299.94,,,,Bermuda,Imabari SB Saijo,Idle,104727,,,6105.0,Atlantic/Pacific,,,2006-08-10,11.05,,66443.0,Y,,Capesize Bulker,2019-10-08,,,Berge Kuju,74622.0,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",20.0,,,,,,,,8040,Berge Kuju Co Inc,N,Bermuda,N,MCFW8,,Bulkers,,72325.0,Very Large (51-100),,Y,Y,,,,,Gard P&I,,2016-10-13,,,2021-10-13,,,33468.31,292.17,N,,,,Berge Bulk Mrtm,Singapore,,,,,,,,,,Japan,,,14.5,Service,N,Y,N,Saijo,,,Berge Bulk,,2018-03-01,N,,,Imabari SB Saijo,Imabari Shipbuilding,,,,N,Y,,N,,,,,,3 x Aux. Diesel Gen. - Yanmar 6N18AL-EV - 4-stroke 6-cyl. 180mm x 280mm bore/stroke  at 900rpm driving 3 x generator(s),,,,1.0,16.2,23.8,N,,9.0,1 x Exhaust Scrubber - SOx - Yara Marine Tech,,,,,International,,,,,,,,21.0,13.0,,21.0,,1.0,,25.0,,20.0,,,,,,,,,,,S,"1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",24.5,Bulk Carrier,,BERGE KUJU,Bulk carrier,2020,EIV,2.81,gCO₂/t·nm,Douglas,,,04/03/2021,30/06/2022,,VERIFAVIA SARL,COFRAC,33 Avenue du Maine,Paris,4-0596,France,,Yes,,,4449.1,,13867.24,504.27,10501.85,2734.61,126.52,,,,3059.4,158.01,1.07,,,,,492.5,3.34,,,,,,,,,,,,,,,,,,,,,2.81,,28157.078665907226,9.203464295583194,3.1168640848710973,4158.0373831775705,147.67289719626166,28215.169128673064,2734206.571331989,2814149.511611537,8,6.101543343799148e-05,18660.0,14237486.0,3323.7788757899143,3183.7176277624303,729.6141982651039,1604.1063948006465,3071670453.480866,14,0.37037952978686306,58.09046276583831
15860965,9312250,Azul Libero,564690000.0,,Singapore,Kumiai Navigation,Kumiai Navigation,Kumiai Senpaku,2004-10-01,2004,2004-05-24,2003-03-01,,,,203278.0,Capesize,50.0,17.91,,,,VLS IFO,,"1 x Diesel - MAN B. & W. 6S70MC6.1 - 2-stroke 6-cyl. 700mm x2674mm bore/stroke 16,861mkW total at 91rpm",22924.0,,,2 x BWTS - Ballast Water Treatment System - Sunrui BC-3000 at 3000cu.m/hr - 2019 installation year,14.7,9.0,218211.0,Bulk Carrier,East Asia (24.8 %),20.0,299.95,,,,Japan,Universal SB Ariake,In Service,101933,,,5850.0,Atlantic/Pacific,,,2004-08-21,11.62,138.0,66396.0,Y,,Bulker,,,,Azul Libero,66330.0,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",20.0,,,,,,,,001,KUMIAI NAVIGATION (PTE) LTD,,Japan,N,9VMU5,,Bulkers,217968.0,75668.0,Medium (11-20),,Y,,,,,,UK P&I Club,57.19,2019-09-29,2.0,"1 x Rudder Bulb - Japan Marine United Surf-Bulb®, 1 x Bow Enhancement - Japan Marine United AX-BOW®",2024-09-29,,,32920.77,291.17,N,,,,Anglo-Eastern Mrtm,Singapore,Kumiai Senpaku,Japan,,,,,,,,Japan,Singapore,,14.7,Service,N,,N,Kumamoto,,,Anglo-Eastern Group,,,N,,,Universal SB Ariake,Universal SB Ariake,,,,N,,Fitted,N,,2019-09-29,FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION,,,3 x Aux. Diesel Gen. - Daihatsu4-stroke  driving 3 x ac generator(s),,,,1.0,,,,,9.0,,,,,,International,,,,,11.0,19.0,,8.0,5.0,,7.0,7.0,1.0,2.0,25.0,2.0,11.0,3.0,,,,,,,,,,F,1 x Emergency Diesel Gen. - 4-stroke  driving 1 x ac generator(s),24.1,Bulk Carrier,50.06,AZUL LIBERO,Bulk carrier,2020,EEDI,2.48,gCO₂/t·nm,Singapore,,,23/03/2021,30/06/2022,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,3537.4,3360.7,11157.92,473.26,7807.45,2697.69,179.53,,,10594.9,2068.4,159.06,0.84,,,,,501.73,2.66,,,,,,,159.41,0.8,,,,,502.56,2.53,,,,,,,,2.48,22239.406513265436,10.75198535740932,3.1542714988409566,4211.190476190476,189.35714285714283,22201.54426885667,2616633.686661124,2646809.449201532,4,5.8968010557782176e-05,16861.0,14140232.0,2077.618584841844,2042.515529034059,680.404287104239,1237.660468484269,2608599278.644658,16,0.30447797111112607,37.862244408766855
16112410,9500637,Navios Lumen,354700000.0,,Panama,SwissMarine Services,Navios Holdings,Navios Holdings,2009-12-01,2009,2009-08-18,2008-01-04,,,,180661.0,Capesize,45.0,18.2,,110.0,$m,VLS IFO,,"1 x Diesel - MAN B. & W. 6S70MC-C7.2 - 2-stroke 6-cyl. 700mm x2800mm bore/stroke 18,651mkW total at 91rpm",25358.0,,,"1 x Sewage Treatment Plant - Il Seung, 1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 3000cu.m/hr - 2020 installation year",14.9,9.0,199200.0,Bulk Carrier,East Asia (37.5 %),14.0,292.0,,,,Greece,STX SB (Jinhae),In Service,94817,,,4510.0,Atlantic/Pacific,,,2009-10-16,10.67,124.4,58778.0,,,Bulker,,,,Navios Lumen,56735.0,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Nakashima, 91rpm",14.0,Y,,,,,,,3013,KTM Corp. SA,N,Greece,,3EZS3,,Bulkers,,76643.0,Large (21-50),,Y,,,NYSE,,,Gard P&I,59.87,2020-03-08,,,2024-12-09,,,31499.13,283.0,N,,,,Navios Ship Mgmt,Greece,Singapore Marine,Switzerland,,,,,,,Y,South Korea,Switzerland,NM,14.9,Service,,D,N,Jinhae,,,Navios Holdings,N,2009-12-01,N,,,STX SB (Jinhae),STX SB (Jinhae),,,,,,Fitted,,,2020-02-08,FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION,,,"3 x Aux. Diesel Gen. - MAN Energy Solutions4-stroke  driving 3 x Hyundai Electric HFC7 508-84K - AC generator(s) at 2,700ekW total, (3,375kVA total) 450V at 60Hz",,,,,15.81,20.4,N,,9.0,,,,,,International,,,,,,,,5.0,4.0,,8.0,,18.0,,38.0,,27.0,1.0,,,,,,,,,"1 x Boiler, Composite - Kangrim - 400m2 at 7 bar",,1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s),24.8,Bulk Carrier,,NAVIOS LUMEN,Bulk carrier,2019,EIV,3.25,gCO₂/t·nm,Panama,Panama,,22/04/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,,,1295.04,,4062.77,0.0,1515.74,2464.83,82.19,,,,965.5,174.25,1.73,,,,,546.66,5.44,,,,,,,,,,,,,,,,,,,,,3.25,,7432.080344332855,7.697649243224086,3.1371772300469485,748.5780346820809,100.72254335260115,7625.969078913273,463766.4436587632,479622.9577731166,3,5.6028067803215285e-05,18651.0,2019604.2,847.5695586692709,781.7788461538462,115.95696271443268,418.8644101955746,447652519.1121068,10,1.0608200520336402,193.8887345804178
16072789,9434553,Mariloula,538004701.0,,Marshall Is.,Chandris (Hellas),Chandris (Hellas),Chandris Group,2008-11-01,2008,2008-06-16,2007-03-31,,,,179759.0,Capesize,45.0,17.92," 1 x Crane - OPCO SWL 10 tons at 9.80m., 1 x Crane - OPCO SWL 4 tons at 8.60m.",,,VLS IFO,62.0,"1 x Diesel - MAN B. & W. 6S60MC-C7.1 - 2-stroke 6-cyl. 600mm x2400mm bore/stroke 13,560mkW total at 105rpm",18424.0,,,,14.5,9.0,192080.0,Bulk Carrier,East Coast Africa (30.8 %),22.0,292.0,,,,Greece,Daewoo (DSME),In Service,94232,,,4441.0,Pacific,,,,11.12,123.4,59779.0,,,Crude/Products Tanker,,,,Mariloula,46781.0,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",22.0,,,,,,,,1166,Amphithoe Shipping Inc.,,Greece,N,V7YO9,,Bulkers,182476.0,77235.0,Large (21-50),,Y,,,,,,UK P&I Club,59.16,2018-11-28,,,2023-11-27,62.0,,31380.44,283.0,N,,,,Century Bulk,Greece,Chandris Group,Greece,,,,,,,,South Korea,Greece,,14.5,Service,,M,N,Geoje,,,Chandris Group,N,2008-11-01,N,,,Daewoo (DSME),Daewoo (DSME),,,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 2,280ekW total, (2,850kVA total) 450V at 60Hz",,,,1.0,15.72,20.4,N,,9.0,,,,,,International,,,,,,,,4.0,1.0,,31.0,,3.0,25.0,13.0,12.0,16.0,,,,,,,,,,,S,,24.7,Bulk Carrier,,MARILOULA,Bulk carrier,2019,EIV,3.18,gCO₂/t·nm,Majuro,,,13/05/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,,,,1206.02,,3768.44,0.0,1241.09,2479.4,47.95,,,,682.9,184.44,1.8,,,,,576.32,5.61,,,,,,,,,,,,,,,,,,,,,3.18,,6538.820212535242,9.575077189244753,3.1246911328170346,670.0111111111111,102.46666666666667,6540.085695588903,1095373.1997715477,1094074.089770844,2,6.141924543649726e-05,13560.0,5745806.5,431.509397171888,408.48388671875,307.83068935742534,385.1896635910561,882142218.779675,11,0.3124235401632163,1.265483053661228
16114980,9410480,Haralambos,636018016.0,Brave Haralambos,Liberia,Universal Tanker,Universal Tanker,Universal Tanker,2009-05-01,2009,2008-12-22,2007-10-19,,,,179922.0,Capesize,45.0,18.21," 1 x Crane - OPCO SWL 6.30 tons at 16.30m., 1 x Crane - OPCO SWL 2 tons at 16.30m.",,,VLS IFO,62.0,"1 x Diesel - MAN B. & W. 6S60MC-C7.2 - 2-stroke 6-cyl. 600mm x2400mm bore/stroke 13,560mkW total at 105rpm",18424.0,,,,15.0,9.0,198000.0,Bulk Carrier,East Coast Africa (30.0 %),15.0,292.0,,,,Cyprus,Daewoo (DSME),In Service,94222,,,4441.0,Atlantic/Pacific,,,,11.4,123.4,55279.0,,,Handysize Bulker,,,,Haralambos,46781.0,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",15.0,,,,,,,,1182,NERO OIL INC.,,Cyprus,N,D5NU4,,Bulkers,182476.0,77235.0,Small (6-10),,Y,,,,,,North of England P&I,59.16,2019-05-27,,,2024-05-26,62.0,,31378.41,283.0,N,,,,Brave Maritime,Greece,Universal Tanker,Cyprus,,,,,,,,South Korea,Cyprus,,15.0,Service,,,N,Geoje,,,Stealth Maritime,N,2017-08-01,N,,,Daewoo (DSME),Daewoo (DSME),,,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 2,280ekW total, (2,850kVA total) 450V at 60Hz",,,,1.0,15.72,20.4,N,,9.0,,,,,,International,,,,,,,,13.0,11.0,,30.0,,2.0,,19.0,6.0,19.0,,,,,,,,,,,S,,24.7,Bulk Carrier,,HARALAMBOS,Bulk carrier,2019,EIV,3.16,gCO₂/t·nm,Monrovia,,,01/05/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,2821.08,,8822.44,0.0,4200.78,4443.43,178.21,,,,1648.7,171.37,1.82,,,,,535.93,5.7,,,,,,,,,,,,,,,,,,,,,3.16,,16461.924490867714,9.984790738683637,3.1273271229458226,1550.0439560439559,94.15934065934064,16802.573520592472,1983014.482930884,1956379.7195010511,5,5.489505511626191e-05,13560.0,9623964.0,1473.8660315453883,1371.935063152114,489.8257320293645,927.6919026692708,1375941490.5769343,10,0.717609473377224,340.6490297247583
16136458,9438781,Nymphe,240929000.0,,Greece,Neda Maritime Agency,Neda Maritime Agency,Neda Maritime Agency,2009-11-01,2009,2009-06-23,2007-06-29,,,,180018.0,Capesize,45.0,17.92," 1 x Crane - OPCO SWL 6.30 tons at 16.30m., 1 x Crane - OPCO SWL 4 tons at 16.30m.",95.0,$m,IFO 180,62.0,"1 x Diesel - MAN B. & W. 6S70MC-C7.1 - 2-stroke 6-cyl. 700mm x2800mm bore/stroke 18,660mkW total at 91rpm",25353.0,Fitted,,"1 x Exhaust Scrubber - SOx - 2019 installation year, 1 x BWTS - Ballast Water Treatment System (Pending) - Sunrui BC-3000 at 3000cu.m/hr - 2022 installation year",14.5,9.0,192080.0,Bulk Carrier,East Coast North America (30.5 %),20.0,292.0,,,,Greece,Daewoo (DSME),In Service,94008,,,,Atlantic/Pacific,,,,11.53,123.4,59783.0,,,Bulker,2019-12-01,,,Nymphe,46781.0,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,,,,,,,,1171,Nymphe II Transportation Corp,,Greece,N,SVAS5,,Bulkers,182476.0,77235.0,Large (21-50),,Y,Y,,,,,Britannia P&I,59.16,2019-11-02,,,2024-11-01,62.0,,31334.92,283.0,N,,,,Neda Maritime Agency,Greece,Neda Maritime Agency,Greece,,,,,,,,South Korea,Greece,,14.5,Service,,,N,Geoje,,,Neda Maritime Agency,N,2009-11-01,N,,,Daewoo (DSME),Daewoo (DSME),,,,,Y,Pending,,,2022-06-01,FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 2,280ekW total, (2,850kVA total) 450V at 60Hz",,,,1.0,15.72,20.4,N,,9.0,1 x Exhaust Scrubber - SOx,,,,,International,,,,,,,31.0,,10.0,22.0,0.0,17.0,1.0,6.0,,10.0,2.0,,,0.0,,,,,,,,S,,24.7,Bulk Carrier,,NYMPHE,Bulk carrier,2020,EIV,2.83,gCO₂/t·nm,Piraeus,,,17/05/2021,30/06/2022,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,,,,1064.6,,3329.58,0.0,130.16,3133.05,66.36,,,,740.33,150.44,0.92,,,,,470.51,2.88,,,,,,,,,,,,,,,,,,,,,2.83,,7076.575378888592,9.558677047922671,3.1275408604170583,1157.173913043478,163.52173913043478,7380.952775079,873512.7106079804,874862.3373872166,2,6.141924543649726e-05,18660.0,5006732.5,829.7600073032755,816.4110456194196,247.296200741975,441.3440362338362,1058052147.9083366,11,0.006163712801876997,304.37739619040804
