model,mae,te,mse,mape,r2,class_name,params
rf,87.44220398494666,-12169.842620756855,23371.41805397813,0.07121974743045557,0.9810758544130267,RandomForestRegressor,"{'max_depth': 10, 'n_estimators': 200}"
cb,136.00734253796486,-11326.51834033937,40436.68365054427,0.10964640251368618,0.9672578836812588,CatBoostRegressor,"{'learning_rate': 0.01, 'depth': 6, 'l2_leaf_reg': 1}"
gb,142.11592888976318,-12131.150066158303,65270.9293323296,0.11589722117592123,0.9471492672618639,GradientBoostingRegressor,"{'learning_rate': 0.005, 'max_depth': 4}"
linear,192.66805044123515,-24446.091900758052,92006.54362527977,0.15700801402529996,0.9255010875892217,LinearRegression,{}
ridge,192.66997621922874,-24449.09317894539,92010.2606733585,0.1570086490565388,0.9254980778463454,Ridge,{'alpha': 0.005}
lasso,194.7770353149112,-28440.743959470623,97525.14218388632,0.157070948356909,0.9210326055177473,Lasso,{'alpha': 0.005}
eng,279.1433792121064,-58384.42941313401,178781.22865791814,0.22150885741387186,0.8552384801159073,Calculation,
