set,LDT_count,LDT_mean,LDT_std,Dwt_count,Dwt_mean,Dwt_std,Beam.Mld..m._count,Beam.Mld..m._mean,Beam.Mld..m._std,Draught..m._count,Draught..m._mean,Draught..m._std,LOA..m._count,LOA..m._mean,LOA..m._std,GT_count,GT_mean,GT_std,Main.Bunker.Capacity..m3._count,Main.Bunker.Capacity..m3._mean,Main.Bunker.Capacity..m3._std,TPC_count,TPC_mean,TPC_std,NT_count,NT_mean,NT_std,LBP..m._count,LBP..m._mean,LBP..m._std,Speed..knots._count,Speed..knots._mean,Speed..knots._std,distance_sum_count,distance_sum_mean,distance_sum_std,trip_nunique_count,trip_nunique_mean,trip_nunique_std,ME_W_ref_first_count,ME_W_ref_first_mean,ME_W_ref_first_std,t_over_t_ref_with_m_sum_count,t_over_t_ref_with_m_sum_mean,t_over_t_ref_with_m_sum_std,t_over_t_ref_without_m_sum_count,t_over_t_ref_without_m_sum_mean,t_over_t_ref_without_m_sum_std,v_over_v_ref_with_n_sum_count,v_over_v_ref_with_n_sum_mean,v_over_v_ref_with_n_sum_std,v_over_v_ref_without_n_sum_count,v_over_v_ref_without_n_sum_mean,v_over_v_ref_without_n_sum_std,cal_fc_count,cal_fc_mean,cal_fc_std,port_frac_count,port_frac_mean,port_frac_std,missing_frac_sea_count,missing_frac_sea_mean,missing_frac_sea_std,age_count,age_mean,age_std,total_jump_distance_count,total_jump_distance_mean,total_jump_distance_std,rel_power_ship_sum_count,rel_power_ship_sum_mean,rel_power_ship_sum_std,rel_power_ship_squared_sum_count,rel_power_ship_squared_sum_mean,rel_power_ship_squared_sum_std,rel_power_ship_cubed_sum_count,rel_power_ship_cubed_sum_mean,rel_power_ship_cubed_sum_std,ME_SFC_base_first_count,ME_SFC_base_first_mean,ME_SFC_base_first_std
Test,105,10815.761904761905,4749.855727614278,536,59424.44962686567,32172.625478512542,536,31.644496268656717,4.0789522348962945,536,12.400429104477611,2.0965432169132576,536,199.06800373134328,28.607489652742366,536,33906.494402985074,15633.311493902655,350,2254.901257142857,1060.9722258222992,451,60.00871396895787,17.7149657292046,536,19732.70895522388,10593.358244417766,536,192.9272014925373,28.60984302884283,536,13.63945895522388,0.8875177429812713,536,12918.853677808282,8461.110480064603,536,6.55410447761194,8.730484883403925,536,9004.817164179105,2924.8175832828497,536,1584.0304849142194,1157.0676006622089,536,1472.8819424636824,1089.1393814021374,536,781.1926176794902,588.1112872926014,536,947.2944638792757,653.3825541005167,536,1581.8961541721292,1595.1102351153645,536,0.41063398161761744,0.14042981416545078,536,0.187706058432977,0.13484089923059092,536,8.787313432835822,5.149676286231795,536,0.9491884692723881,7.473944248670997,536,678.6584572974587,519.6008832722183,536,529.6047558080381,554.5951699778432,536,555.1652159908605,1035.5134524299808,536,175.42910447761193,2.3685264831142496
Training,345,12037.773913043478,6188.365644959323,1606,70074.49252801992,46968.07187032305,1606,32.6096201743462,6.000941040861155,1606,12.873455790784558,2.6609440060512872,1606,207.71214196762142,39.500333568776746,1606,39040.83561643836,23053.68803430222,1142,2552.380411558669,1252.7261218514875,1372,65.81258017492712,24.620327426469487,1603,23213.802245789146,15310.152351998107,1606,200.91441469489413,39.2819939456845,1606,14.28571606475716,0.7051568511693747,1606,14138.577820226541,9323.128948094802,1606,7.198007471980075,9.026752679681167,1606,9815.581569115815,3683.695674328727,1606,1883.182898536458,1366.589010434052,1606,1757.29785073111,1285.0688370183104,1606,662.2873272790681,478.27847399165756,1606,1000.2929594164943,673.13420436541,1606,1432.7996809261235,1173.5549260626822,1606,0.399435584049938,0.14798644482723747,1606,0.24335369648570235,0.15637781543757684,1606,10.2733499377335,5.6107928581245865,1606,1.5702345649937735,9.473392052409965,1606,577.3913382746492,418.3267460524801,1606,336.2533471239945,298.28625209188016,1606,290.0512369128725,430.24456987380665,1606,175.99003735990038,3.4879267152836078
