model,class_name,r2,corr,mse,mae,mape,params
gb,GradientBoostingRegressor,0.9916303564752597,0.9958352694132453,0.004216682777738736,0.04716399543138508,0.0069896429496341785,"{'learning_rate': 0.01, 'max_depth': 6}"
linear,LinearRegression,0.9687264976067044,0.9842390449513295,0.015755801134370452,0.09447800668210034,0.013953999006554385,{}
ridge,Ridge,0.9678840711618449,0.9838125589708344,0.01618022125107558,0.09546657291438063,0.014097221857622329,{'alpha': 10}
lasso,Lasso,0.9670997091445893,0.9834628968623937,0.016575388118087016,0.09752495693483504,0.014405260161243718,{'alpha': 0.005}
