model,2019,2020,2021
cb,914823.1013508006,929548.9120334678,964505.5100888605
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,914525.6909502102,930814.4612403524,963221.3665543258
lasso,883900.0114156753,920405.609716808,933509.9326972043
linear,888290.796817901,935861.2884976651,939852.0121681322
report,918483.4,922127.14,982486.35
rf,912825.0602173634,928500.1859169928,961777.9711667761
ridge,888258.5901964991,935310.4207962704,939510.5194637813
