model,class_name,r2,corr,mse,mae,mape,params
gb,GradientBoostingRegressor,0.9899262563912015,0.9949921848793207,0.0050752198772878905,0.05144543831605979,0.007625812067159855,"{'learning_rate': 0.01, 'max_depth': 6}"
linear,LinearRegression,0.9665695499840419,0.9831426905510929,0.016842485873819715,0.09805420616969869,0.01450259380274992,{}
ridge,Ridge,0.9665468571019715,0.9831314104030285,0.01685391870064445,0.09809470118656126,0.014508824288418664,{'alpha': 1}
lasso,Lasso,0.9657863127752463,0.9827963463945811,0.017237086054753326,0.099855924752564,0.014755141387528533,{'alpha': 0.005}
