dataset,LDT_count,LDT_mean,LDT_std,Dwt_count,Dwt_mean,Dwt_std,Beam.Mld..m._count,Beam.Mld..m._mean,Beam.Mld..m._std,Draught..m._count,Draught..m._mean,Draught..m._std,LOA..m._count,LOA..m._mean,LOA..m._std,GT_count,GT_mean,GT_std,Main.Bunker.Capacity..m3._count,Main.Bunker.Capacity..m3._mean,Main.Bunker.Capacity..m3._std,TPC_count,TPC_mean,TPC_std,NT_count,NT_mean,NT_std,LBP..m._count,LBP..m._mean,LBP..m._std,Speed..knots._count,Speed..knots._mean,Speed..knots._std,distance_sum_count,distance_sum_mean,distance_sum_std,trip_nunique_count,trip_nunique_mean,trip_nunique_std,ME_W_ref_first_count,ME_W_ref_first_mean,ME_W_ref_first_std,t_over_t_ref_with_m_sum_count,t_over_t_ref_with_m_sum_mean,t_over_t_ref_with_m_sum_std,t_over_t_ref_without_m_sum_count,t_over_t_ref_without_m_sum_mean,t_over_t_ref_without_m_sum_std,v_over_v_ref_with_n_sum_count,v_over_v_ref_with_n_sum_mean,v_over_v_ref_with_n_sum_std,v_over_v_ref_without_n_sum_count,v_over_v_ref_without_n_sum_mean,v_over_v_ref_without_n_sum_std,cal_fc_count,cal_fc_mean,cal_fc_std,port_frac_count,port_frac_mean,port_frac_std,missing_frac_sea_count,missing_frac_sea_mean,missing_frac_sea_std,age_count,age_mean,age_std,total_jump_distance_count,total_jump_distance_mean,total_jump_distance_std,rel_power_ship_sum_count,rel_power_ship_sum_mean,rel_power_ship_sum_std,rel_power_ship_squared_sum_count,rel_power_ship_squared_sum_mean,rel_power_ship_squared_sum_std,rel_power_ship_cubed_sum_count,rel_power_ship_cubed_sum_mean,rel_power_ship_cubed_sum_std,ME_SFC_base_first_count,ME_SFC_base_first_mean,ME_SFC_base_first_std
Test,61,13896.11475409836,7395.030153416911,215,93947.89767441861,64465.65163610759,215,35.249581395348834,8.271192622230773,215,13.900511627906978,3.4246484530143113,215,223.41376744186047,54.02707278470658,215,50477.3023255814,31764.752370447266,157,3186.226178343949,1626.9725426136217,181,78.99364640883978,33.258947767929065,215,30967.78604651163,20746.947022129712,215,216.0833953488372,53.55713760042115,215,14.731906976744186,0.8757365875338833,215,11859.746676517583,8186.34120922716,215,5.786046511627907,8.413984281727275,215,11406.26511627907,4930.36795269999,215,1710.6582235131002,1281.281839273179,215,1605.4428054880511,1220.074030247371,215,412.4747656975749,306.27668890915317,215,807.045611756656,557.6249898061518,215,1152.4286776298954,1088.8242932065618,215,0.37761269287102467,0.18582496928272738,215,0.2682684290627908,0.18253744890777202,215,11.004651162790697,6.950087523431012,215,0.9037566418604651,6.946925535194309,215,364.310795749213,274.83247324592236,215,161.84150928771425,181.85135541453488,215,146.79002511636827,425.11305558949834,215,176.8139534883721,5.8774709019640445
Training,195,11054.989743589744,5354.927367695692,1071,59753.5406162465,33694.82299218608,1071,31.56141923436041,4.342377212201885,1071,12.390728291316526,2.1771852770901914,1071,199.72350140056022,29.818739785605203,1071,34017.61157796452,16418.95248780053,729,2258.5099451303154,1011.8229916178425,908,60.28356828193832,18.35074554358093,1070,19858.46261682243,11124.126532595463,1071,193.36714285714285,29.859943706983888,1071,13.85171802054155,0.7767909296912899,1071,13938.761490306482,9020.099908654778,1071,7.133520074696546,9.671806344800618,1071,9035.017740429505,2927.299537445388,1071,1743.49323639484,1288.7423103101605,1071,1621.9711240734935,1209.5387016156506,1071,784.8128326090404,558.4226650815484,1071,1011.2217703744051,678.5675762589656,1071,1566.3747273222,1390.9163709288546,1071,0.4051346381294166,0.1358393597403864,1071,0.20291822792164627,0.13586316172590485,1071,9.22595704948646,5.225862929593657,1071,1.504548612072829,9.670699108735135,1071,681.8382668179011,489.8188666737694,1071,486.0171199773422,460.5777859556131,1071,470.1812631207165,802.2173188358328,1071,175.55088702147526,2.440885517523058
