model,class_name,r2,mse,mae,mape,params
gb,GradientBoostingRegressor,0.993565924010938,5362.157002242034,46.04301868053454,0.036974587399143714,"{'learning_rate': 0.05, 'max_depth': 3}"
ridge,Ridge,0.744127981602706,213243.66349718592,249.57320656094126,0.2555120833626799,{'alpha': 1000}
lasso,Lasso,0.680309090471529,266430.3082517896,280.9638539482575,0.29359274049195616,{'alpha': 0.1}
linear,LinearRegression,0.5001091482355899,416608.88614031766,263.01985812738343,0.21397284786650822,{}
