model,2019,2020,2021
cb,925998.1803146211,953187.9612006127,973448.408188164
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,930913.9965155227,954370.2155512688,974462.1607106423
lasso,916802.5409154115,961049.7587931156,966009.9402144393
linear,928158.1425594055,962295.0101748555,970090.7981910934
report,918483.4,922127.14,982486.35
rf,926837.849627949,952541.1639045628,975097.8780409256
ridge,928156.8739026919,962294.6532072087,970088.389170083
