model,2019,2020,2021
cb,916299.934678053,936626.3328946258,973174.1393312182
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,913160.8913652169,942008.9158712256,967132.8955282944
lasso,898910.123108171,940363.6630045844,954277.322632661
linear,907601.8294640337,941536.7730273542,957603.5657825046
report,918483.4,922127.14,982486.35
rf,908305.8317249643,934876.3213653548,962762.4996810197
ridge,907454.5540510761,941071.6556122373,957550.3566870836
