model,class_name,r2,corr,mse,mae,mape,params
gb,GradientBoostingRegressor,0.9896279104998955,0.9948294689169015,0.005225528546702579,0.05344669095636476,0.007886719328834335,"{'learning_rate': 0.01, 'max_depth': 5}"
linear,LinearRegression,0.9685786991394915,0.9841639594800714,0.015830262997582546,0.09458459358564232,0.013968513316004062,{}
ridge,Ridge,0.9684132171830296,0.9840799507988471,0.01591363392177735,0.09463282101060895,0.013977482278600739,{'alpha': 1}
lasso,Lasso,0.9671167253185049,0.9834716195437265,0.01656681525506353,0.09748348907461098,0.014399180826797711,{'alpha': 0.005}
