model,2019,2020,2021
cb,920977.9169840696,939909.109022008,976081.5074955435
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,918999.5090828519,947104.356119249,972142.1177570476
lasso,934595.1454812603,980709.6066991421,984981.9129198077
linear,915283.8489696428,950972.5559284778,967887.0383260521
report,918483.4,922127.14,982486.35
rf,923271.6345883554,939231.976870188,976271.8122518767
ridge,914972.216191975,954918.3528306058,970584.9645587776
