model,class_name,r2,corr,mse,mae,mape,params
gb,GradientBoostingRegressor,0.9905708383131445,0.9953046056318577,0.0047504751637210164,0.04849790698854417,0.007239058226826692,"{'learning_rate': 0.01, 'max_depth': 6}"
linear,LinearRegression,0.968744316555071,0.9842480970543304,0.01574682382817184,0.095225746278501,0.014034775487248557,{}
ridge,Ridge,0.9687057579589438,0.9842285109862736,0.015766249908594838,0.09517596355603854,0.014023853107418252,{'alpha': 0.01}
lasso,Lasso,0.9666871982715483,0.9832534988842775,0.01678321387420678,0.09840198252005748,0.014510792506405149,{'alpha': 0.005}
