model,2019,2020,2021
cb,837868.4244255809,874879.2532236422,891747.8487755631
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,840609.0838930935,875408.262290763,890243.3442960412
lasso,891247.9485194626,930668.5040668714,940839.9847557487
linear,894006.9274260397,927368.0575916603,940903.9926830675
report,918483.4,922127.14,982486.35
rf,834101.6054443883,869415.4536294218,889017.9241627255
ridge,894125.7680065564,927280.9507107842,941031.545261041
