model,mae,te,mse,mape,r2,class_name,params
linear,240.40832543935755,46622.76013034151,152574.81572052714,0.2430453181162686,0.7988181040038353,LinearRegression,{}
eng,353.0756591221561,384260.16561674944,735305.3280418017,0.2689841045589257,0.030442086179565897,Calculation,
