model,mae,te,mse,mape,r2,class_name,params
eng,318.369374783237,-37058.5043095725,217584.4860484148,0.26132289149468124,0.8152235863481719,Calculation,
linear,542.3417626479936,25915.98325374485,3549338.0612853672,0.4856380290959024,-2.01415771736737,LinearRegression,{}
linearstruct,79892492.06837814,17176579287.918652,6.858846781196315e+17,20554.17542620626,-582464831492.0138,LinearRegression,{'fit_intercept': False}
