model,2019,2020,2021
cb,893732.9870378816,927720.1506650145,983061.9463710083
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,895657.0435530379,928253.5298965526,980600.8449956013
lasso,865691.0613318497,899675.0534683372,944578.5751245765
linear,869477.8788125159,902973.7657940548,948874.825365473
report,918483.4,922127.14,982486.35
rf,908299.9238611017,930076.1077770882,978753.2262036533
ridge,869476.9597840927,902972.7972773414,948873.6180471496
