,cb,gb,lasso,linear,rf,ridge,mean,sd
work_sum,1,1,1,1,1,1,1.0,0.0
Draught..m.,2,2,4,4,2,4,3.0,1.0
ME_W_ref_first,3,3,3,3,3,3,3.0,0.0
draught_mean,4,4,2,2,4,2,3.0,1.0
ME_SFC_base_first,6,6,5,5,6,5,5.5,0.5
Speed..knots.,5,5,6,6,5,6,5.5,0.5
