model,class_name,r2,mse,mae,mape,params
gb,GradientBoostingRegressor,0.6605092015345503,0.0009905020915728618,0.008687700470478234,0.08473601428530447,"{'learning_rate': 0.005, 'max_depth': 6}"
linear,LinearRegression,0.3351238699005151,0.0019398499178098704,0.01469456830160666,0.14758952637449202,{}
ridge,Ridge,0.28536032942532374,0.0020850405714227228,0.011907250567254706,0.11569127689681868,{'alpha': 1000}
lasso,Lasso,0.2820938785043371,0.002094570804595115,0.012612009995163825,0.12355847254061007,{'alpha': 0.005}
