model,class_name,mae,te,mse,mape,r2,params
gb,GradientBoostingRegressor,0.005331922076918686,-0.033911827622493826,5.9888302291844056e-05,0.055439568032626764,0.9305210282317822,"{'learning_rate': 0.005, 'max_depth': 6}"
linear,LinearRegression,0.009725777518987812,-0.04598558232000377,0.00019273816718096018,0.10026509841238421,0.7763962382675911,{}
ridge,Ridge,0.010220145832397092,-0.059852063816502876,0.00021619935616048395,0.10533190897296071,0.7491779130792489,{'alpha': 100}
lasso,Lasso,0.0116485440135247,-0.1195514928084002,0.0002821430385970387,0.12175755195582967,0.6726738367410277,{'alpha': 0.005}
