model,class_name,mae,te,mse,mape,r2,params
gb,GradientBoostingRegressor,0.005265813469530294,-0.16279858107504158,9.4014016088481e-05,0.053357202935832224,0.9622649013720306,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
cb,CatBoostRegressor,0.005984308045769748,-0.10904043050543133,6.250346487199724e-05,0.062372628681501854,0.9749125235824957,{'verbose': 0}
rf,RandomForestRegressor,0.007124730449801807,-0.31000397530653023,0.0002940488290921682,0.06886260640563731,0.8819754539919988,"{'max_depth': 10, 'n_estimators': 200}"
ridge,Ridge,0.012779850540029702,-0.6764112157301796,0.0014991024002643006,0.12339337530309148,0.3982942195112743,{'alpha': 0.01}
linear,LinearRegression,0.012781809022227083,-0.6762869629758446,0.0014990192048698124,0.1234152683406485,0.398327612260005,{}
lasso,Lasso,0.015456446194580857,-1.1186103008240749,0.0017942743314369998,0.15450253328629282,0.279818885742667,{'alpha': 0.01}
