model,class_name,r2,corr,mse,mae,mape,params
gb,GradientBoostingRegressor,0.989314216492972,0.9946689542750867,0.00538356970013576,0.05465403770989482,0.008081985774750389,"{'learning_rate': 0.01, 'max_depth': 5}"
linear,LinearRegression,0.9676792202637469,0.9837068772066954,0.01628342651321858,0.09618344865995276,0.014203955442007477,{}
ridge,Ridge,0.9673336459404019,0.9835355754309109,0.01645752918478038,0.09660510572814072,0.014273156682868481,{'alpha': 10}
lasso,Lasso,0.9665308704410267,0.9831751176539761,0.01686197288809944,0.09867360454201583,0.0145675620871265,{'alpha': 0.005}
