model,class_name,mae,te,mse,mape,r2,params
linear,LinearRegression,105.15786701861023,-8896.162278977623,28418.935704098578,0.0916792255577691,0.9591494318213919,{}
linearstruct,LinearRegression,106.87178515889052,-9253.362520757346,30570.980528635188,0.09239411048594591,0.9560559924771637,{'fit_intercept': False}
