model,class_name,r2,corr,mse,mae,mape,params
gb,GradientBoostingRegressor,0.9953626547652126,0.997678636468391,0.002336325762041764,0.03282120482682111,0.004766368721986339,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
linear,LinearRegression,0.9071896514545392,0.954444902783462,0.04675847867961777,0.1279682648445345,0.018554505716780374,{}
ridge,Ridge,0.9071895276585279,0.9544449819253598,0.04675854104888207,0.12797554286525734,0.018555332309164722,{'alpha': 0.01}
lasso,Lasso,0.8836843650843805,0.9427724529592242,0.05860060026220212,0.1541868872992318,0.022393540366036014,{'alpha': 0.01}
