model,mae,te,mse,mape,r2,class_name,params
cb,32.513007571904595,-1131.2869656999294,2236.401712880773,0.029067258463611786,0.9962917229357096,CatBoostRegressor,"{'learning_rate': 0.05, 'depth': 6, 'l2_leaf_reg': 15}"
rf,67.64384058696248,-3287.0125694689045,16345.365507519035,0.05786185043076517,0.9728970230751166,RandomForestRegressor,"{'max_depth': 30, 'n_estimators': 200}"
gb,73.8038960587968,-3135.347923297176,29020.868888385976,0.06172766254044098,0.9518792076285986,GradientBoostingRegressor,"{'learning_rate': 0.01, 'max_depth': 3}"
linear,86.53155636531028,-672.6304519051283,17710.11599055604,0.07909823246947485,0.9706340696506147,LinearRegression,{}
ridge,86.75374601038813,-975.9681752439394,16953.777070809403,0.07973581750237337,0.971888188824631,Ridge,{'alpha': 0.1}
linearstruct,86.97859753744574,-748.3975973029209,18383.128359449885,0.07903443671349253,0.9695181179335424,LinearRegression,{'fit_intercept': False}
lasso,95.12625865358865,-2643.7274778620977,20142.283314052293,0.08963914098898906,0.9666011849276729,Lasso,{'alpha': 0.005}
eng,639.7133524231299,125360.21122580743,2284124.959106804,0.5153681328696372,-2.7874090996462715,Calculation,
