mae,te,mse,mape,r2,class_name,params
70.63683089123916,-20607.010578855246,12479.32318154866,0.05904463263613096,0.9858114093582571,RandomForestRegressor,"{'max_depth': 10, 'n_estimators': 200}"
81.39591627461871,-11768.548385918933,15617.675144083983,0.06686271851691683,0.9822432037241597,GradientBoostingRegressor,"{'learning_rate': 0.05, 'max_depth': 3}"
112.17478140475677,-25157.330124489876,29727.403755100542,0.09320066170946831,0.9662008943444488,CatBoostRegressor,"{'depth': 6, 'l2_leaf_reg': 1, 'learning_rate': 0.01}"
136.17330088227942,-29026.230870923006,45421.48642402201,0.11629805602652231,0.9483572251608317,LinearRegression,{}
136.1734418985275,-29029.187130581246,45421.90911694039,0.11629804141599648,0.9483567445725258,Ridge,{'alpha': 0.005}
138.33412514528513,-40114.67962485601,48768.69158774909,0.1164745624101364,0.9445515601282704,Lasso,{'alpha': 0.005}
357.6083335845394,282307.4035489422,686498.7840930459,0.28101368639981156,0.21947287670598614,Calculation,
