model,mae,te,mse,mape,r2,class_name,params
linear,211.7907276858819,8175.520216639632,111358.00892729756,0.19317211743574642,0.9054329015147897,LinearRegression,{}
linearstruct,209.79863410988156,949.023946716793,111751.24797530282,0.17807699509964833,0.905098956285891,LinearRegression,{'fit_intercept': False}
eng,318.369374783237,-37058.5043095725,217584.4860484148,0.26132289149468124,0.8152235863481719,Calculation,
