class_name,mae,te,mse,mape,r2,params
GradientBoostingRegressor,0.006368192844736479,-0.0907629577316405,7.989465341837558e-05,0.07041676449981353,0.8915288553170165,"{'learning_rate': 0.005, 'max_depth': 6}"
LinearRegression,0.009348508044018123,-0.12401396266898274,0.00017153557598173068,0.10312138444137701,0.7671100695166952,{}
Lasso,0.010966614977554044,-0.31023383296878515,0.00023125858568266068,0.122354107610714,0.686025504417589,{'alpha': 0.005}
Ridge,0.009348586576436575,-0.12402256640441539,0.00017153575489155715,0.10312215595867762,0.7671098266149134,{'alpha': 0.005}
RandomForestRegressor,0.005487783324803134,-0.12569016881634903,5.225390956814999e-05,0.06073099454474038,0.9290560614195655,"{'max_depth': 10, 'n_estimators': 1000}"
CatBoostRegressor,0.006012227674147174,-0.09827513537540994,6.279889165108958e-05,0.06712274779016597,0.9147393802868713,"{'depth': 10, 'l2_leaf_reg': 1, 'learning_rate': 0.01}"
