model,2019,2020,2021
cb,927704.3874736188,960396.9215028266,1023644.5406998722
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,929270.13328249,960836.5891385449,1024897.8130966744
lasso,920948.8616429949,957374.2951024713,1011712.0316690067
linear,927255.6966595184,962925.8242732368,1018811.5133951525
report,918483.4,922127.14,982486.35
rf,926658.1216549865,956509.4741132295,1021302.9210213136
ridge,927254.4758207754,962924.5204914208,1018809.8847314994
