set,Draught..m._count,Draught..m._mean,Draught..m._std,Speed..knots._count,Speed..knots._mean,Speed..knots._std,ME_W_ref_first_count,ME_W_ref_first_mean,ME_W_ref_first_std,cal_fc_count,cal_fc_mean,cal_fc_std,rel_power_ship_sum_count,rel_power_ship_sum_mean,rel_power_ship_sum_std,rel_power_ship_squared_sum_count,rel_power_ship_squared_sum_mean,rel_power_ship_squared_sum_std,rel_power_ship_cubed_sum_count,rel_power_ship_cubed_sum_mean,rel_power_ship_cubed_sum_std,ME_SFC_base_first_count,ME_SFC_base_first_mean,ME_SFC_base_first_std
Test,536,13.52509328358209,3.0613375597658803,536,14.523264925373136,0.8100162527279059,536,10767.524253731342,4325.409500290701,536,1272.8993854232574,1123.7161817222686,536,443.1620351801374,320.8028176074412,536,215.2077177262457,193.08909857630053,536,183.30908266875858,353.7528970541276,536,176.28731343283582,4.411487496043087
Training,1606,12.49810087173101,2.283373591430637,1606,13.990747198007472,0.7580702272116141,1606,9227.280821917808,3123.3513351581933,1606,1535.926871492372,1338.912740657266,1606,655.9879025678524,471.0773600481571,1606,441.1828691737086,419.10240889903736,1606,414.1576425546201,710.6906946660549,1606,175.70361145703612,2.746271224923097
