model,class_name,r2,corr,mse,mae,mape,params
gb,GradientBoostingRegressor,0.9987327547293331,0.9993698456526567,0.0006384467023233196,0.01894635895991564,0.002752049555225403,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
cb,CatBoostRegressor,0.9958265654865482,0.9979247808936391,0.0021026044161705478,0.035729050958998386,0.005183006665073912,{'verbose': 0}
rf,RandomForestRegressor,0.9909909357089701,0.9956398467515785,0.0045388272663267485,0.05241216656717184,0.007719744902774215,"{'max_depth': 10, 'n_estimators': 200}"
linear,LinearRegression,0.9687264976067044,0.9842390449513292,0.01575580113437045,0.09447800668211224,0.013953999006555827,{}
ridge,Ridge,0.9687249151408084,0.9842382415210239,0.015756598391346854,0.09446047679243416,0.013951243853140933,{'alpha': 0.01}
lasso,Lasso,0.9659135431225075,0.9830025309020782,0.01717298654890024,0.09960492283863527,0.014704338813763682,{'alpha': 0.01}
