model,2019,2020,2021
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,924423.9238840567,959458.0699547607,984944.3111161045
lasso,939010.4645224061,985719.0593795882,989057.0735675185
linear,925422.2538143973,962491.7796619892,991946.8463535757
report,918483.4,922127.14,982486.35
ridge,920199.5666676583,958889.692382406,967571.1594784479
