,cb,gb,lasso,linear,rf,ridge,mean,sd
rel_power_ship_sum,1,1,1,1,2,1,1.1666666666666667,0.3726779962499649
rel_power_ship_cubed_sum,3,3,2,3,3,3,2.8333333333333335,0.372677996249965
cal_fc,2,2,3,4,1,8,3.3333333333333335,2.2852182001336816
Draught..m.,4,4,4,5,4,4,4.166666666666667,0.37267799624996495
rel_power_ship_squared_sum,5,5,7,2,7,2,4.666666666666667,2.0548046676563256
ME_W_ref_first,6,6,6,6,6,5,5.833333333333333,0.3726779962499649
Speed..knots.,7,7,5,7,5,6,6.166666666666667,0.8975274678557508
ME_SFC_base_first,8,8,7,8,8,7,7.666666666666667,0.4714045207910317
