model,class_name,mae,te,mse,mape,r2,params
linear,LinearRegression,0.00018282886310410997,-0.0003955914984199206,7.522600677259215e-07,0.26008792687310023,0.28190985878235986,{}
linearstruct,LinearRegression,0.00018158919288684537,-0.04872224267750845,7.585562610760658e-07,0.20292029898347116,0.27589965756882706,{'fit_intercept': False}
