r2,mse,mae,mape,class_name,params
0.9699127251442662,8.778296439561615e-05,0.007218427826745889,0.07746071459034683,CatBoostRegressor,"{'depth': 6, 'l2_leaf_reg': 1, 'learning_rate': 0.01}"
0.8795291620132634,0.0003514870433566169,0.006028423116356937,0.058459106697652176,RandomForestRegressor,"{'max_depth': 10, 'n_estimators': 200}"
0.6448703865178211,0.0010361300704571487,0.008403563774678154,0.08345492664535932,GradientBoostingRegressor,"{'learning_rate': 0.005, 'max_depth': 6}"
0.3735714342702451,0.001827674880677088,0.015574663289551167,0.15885401320927833,LinearRegression,{}
0.3166379469686932,0.0019937846500953696,0.012173082724261515,0.1194179072917868,Ridge,{'alpha': 1000}
0.29946480830749067,0.0020438891885384723,0.012674167361631041,0.1253124654397954,Lasso,{'alpha': 0.005}
0.013664495241456742,0.002877743328749861,0.019501538309638224,0.18642029066335788,Calculation,
