model,class_name,mae,te,mse,mape,r2,params
rf,RandomForestRegressor,42.47540085037071,-10795.71350495434,5514.140763106471,0.039842611704818134,0.9910674202943994,"{'max_depth': 30, 'n_estimators': 1000}"
gb,GradientBoostingRegressor,61.84790500430739,-8247.803586575103,9165.292863968416,0.058308499460067185,0.9851527712929752,"{'learning_rate': 0.05, 'max_depth': 3}"
cb,CatBoostRegressor,90.47005991526694,-20314.426165297373,19518.50523289394,0.08421904287621111,0.9683811837206738,"{'depth': 6, 'l2_leaf_reg': 1, 'learning_rate': 0.01}"
ridge,Ridge,107.98836786954162,-17384.285771560608,28916.12178874051,0.10424944844849364,0.9531576044661465,{'alpha': 0.01}
linear,LinearRegression,108.11176959341054,-17335.667659134397,28972.13402259439,0.10415569490720425,0.9530668679824615,{}
lasso,Lasso,109.82711971679365,-25931.468250240636,30375.572259139182,0.10576950289406221,0.9507933816047287,{'alpha': 0.005}
