model,class_name,mae,te,mse,mape,r2,params
gb,GradientBoostingRegressor,65.06129403525703,-9907.881529256594,10947.322991970033,0.052675145279495655,0.9879269527833886,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
rf,RandomForestRegressor,69.76773901115256,-19494.949484775792,11827.077353805735,0.05761126850559131,0.9869567323964271,"{'max_depth': 10, 'n_estimators': 200}"
cb,CatBoostRegressor,79.44973790736944,-12958.299296511712,14668.443334062897,0.06336439691572009,0.9838231858970244,{'verbose': 0}
linear,LinearRegression,136.01490907209464,-27647.91485346578,47813.62492797938,0.11527392737954326,0.9472696519709646,{}
ridge,Ridge,136.015186257685,-27654.114100536783,47814.25545468287,0.11527394881319822,0.9472689566065665,{'alpha': 0.01}
lasso,Lasso,140.75069736675826,-49879.03539260177,54063.862967914014,0.11661955570968349,0.9403766956722839,{'alpha': 0.01}
