model,mae,te,mse,mape,r2,class_name,params
rf,77.3700762817877,5885.785572528074,15519.653739924732,0.06003690161853068,0.982158456751804,RandomForestRegressor,"{'max_depth': 10, 'n_estimators': 1000}"
gb,112.59855517228387,8305.644221942654,33368.48234809247,0.0888202742174835,0.9616392716669565,GradientBoostingRegressor,"{'learning_rate': 0.005, 'max_depth': 3}"
cb,116.0327196572985,8120.240692557862,35296.839685748295,0.08802362945953265,0.9594224135195834,CatBoostRegressor,"{'learning_rate': 0.01, 'depth': 6, 'l2_leaf_reg': 7}"
ridge,141.1401571601107,14737.909851666342,52375.10651669359,0.10858324380683859,0.9397890736671172,Ridge,{'alpha': 10}
linear,141.12703624980756,14454.583862721393,52446.62353923591,0.10867624686776069,0.9397068570099639,LinearRegression,{}
lasso,161.54952680879865,20121.22652700685,64992.66079464279,0.12096674967120594,0.9252838118804207,Lasso,{'alpha': 0.005}
eng,265.39022007012505,43568.3326546733,324343.0829126224,0.18528640271209848,0.6271320715002742,Calculation,
