set,LDT_count,LDT_mean,LDT_std,Dwt_count,Dwt_mean,Dwt_std,Beam.Mld..m._count,Beam.Mld..m._mean,Beam.Mld..m._std,HP.Total.Propulsion_count,HP.Total.Propulsion_mean,HP.Total.Propulsion_std,LOA..m._count,LOA..m._mean,LOA..m._std,GT_count,GT_mean,GT_std,Main.Bunker.Capacity..m3._count,Main.Bunker.Capacity..m3._mean,Main.Bunker.Capacity..m3._std,NT_count,NT_mean,NT_std,Depth.Moulded..m._count,Depth.Moulded..m._mean,Depth.Moulded..m._std,distance_sum_count,distance_sum_mean,distance_sum_std,ME_W_ref_first_count,ME_W_ref_first_mean,ME_W_ref_first_std,speed_mean_count,speed_mean_mean,speed_mean_std,cubic_meter_count,cubic_meter_mean,cubic_meter_std,draught_mean_count,draught_mean_mean,draught_mean_std
Test,120,19595.291666666668,5773.6951050706275,535,126232.53457943925,48085.07070851905,535,38.97764485981308,6.239837675629757,535,18931.110280373832,4897.076883297227,535,256.9553831775701,30.513740746390276,535,66237.56261682243,23836.06117715963,369,4070.620758807588,1245.1786550260872,533,41643.88555347092,15430.910642706509,535,22.051514018691588,2.28320027783334,535,13868.996107775016,8467.995432178574,535,13936.457943925234,3590.4766563066055,535,7.418235676790663,1.631882953977454,535,230902.64935293832,86488.38091878835,535,12.554001796653349,2.2515846015455807
Training,330,8900.763636363636,2211.1896683535642,1607,47826.219041692595,16510.78140366811,1607,30.167678904791536,3.0692707708759137,1607,11122.564405724954,2713.5686806280924,1607,188.4349844430616,19.17403367464824,1607,28274.030491599253,8369.277132657828,1123,1960.796803205699,597.2834959432778,1606,15935.408468244084,5539.1863855947395,1607,16.482906036092096,2.3317188205355084,1607,13821.498838163927,9340.457571947089,1607,8173.2426882389545,1996.960217850108,1607,6.733102582811451,1.7335761463123445,1607,96661.24503863596,28309.359099892976,1607,9.268695043643708,1.3163744554504135
