set,LDT_count,LDT_mean,LDT_std,Dwt_count,Dwt_mean,Dwt_std,Beam.Mld..m._count,Beam.Mld..m._mean,Beam.Mld..m._std,Draught..m._count,Draught..m._mean,Draught..m._std,LOA..m._count,LOA..m._mean,LOA..m._std,GT_count,GT_mean,GT_std,Main.Bunker.Capacity..m3._count,Main.Bunker.Capacity..m3._mean,Main.Bunker.Capacity..m3._std,TPC_count,TPC_mean,TPC_std,NT_count,NT_mean,NT_std,LBP..m._count,LBP..m._mean,LBP..m._std,Speed..knots._count,Speed..knots._mean,Speed..knots._std,distance_sum_count,distance_sum_mean,distance_sum_std,trip_nunique_count,trip_nunique_mean,trip_nunique_std,ME_W_ref_first_count,ME_W_ref_first_mean,ME_W_ref_first_std,t_over_t_ref_with_m_sum_count,t_over_t_ref_with_m_sum_mean,t_over_t_ref_with_m_sum_std,t_over_t_ref_without_m_sum_count,t_over_t_ref_without_m_sum_mean,t_over_t_ref_without_m_sum_std,v_over_v_ref_with_n_sum_count,v_over_v_ref_with_n_sum_mean,v_over_v_ref_with_n_sum_std,v_over_v_ref_without_n_sum_count,v_over_v_ref_without_n_sum_mean,v_over_v_ref_without_n_sum_std,cal_fc_count,cal_fc_mean,cal_fc_std,port_frac_count,port_frac_mean,port_frac_std,missing_frac_sea_count,missing_frac_sea_mean,missing_frac_sea_std,age_count,age_mean,age_std,total_jump_distance_count,total_jump_distance_mean,total_jump_distance_std,rel_power_ship_sum_count,rel_power_ship_sum_mean,rel_power_ship_sum_std,rel_power_ship_squared_sum_count,rel_power_ship_squared_sum_mean,rel_power_ship_squared_sum_std,rel_power_ship_cubed_sum_count,rel_power_ship_cubed_sum_mean,rel_power_ship_cubed_sum_std,ME_SFC_base_first_count,ME_SFC_base_first_mean,ME_SFC_base_first_std
Test,105,9606.638095238095,1725.0341363612845,535,48489.04859813084,7163.42160580422,535,31.38123364485981,1.2001588423229557,535,11.797009345794391,0.9057587451451264,535,188.91364485981308,7.006511790943867,535,29338.555140186916,3918.3949138142707,383,2046.2004438642298,442.97244457403525,462,54.553722943722946,3.6122773284883074,534,15933.40074906367,2576.7348844254084,535,182.74044859813085,6.0023241585239955,535,14.189252336448599,0.8211172403191888,535,13798.66189587244,9274.009565753922,535,6.899065420560747,6.317822945079663,535,8477.080373831775,1687.3215458666812,535,1696.5126476923526,1127.634054557798,535,1577.8751642852205,1054.483421898138,535,693.6607261681481,508.69832331000094,535,970.8997841899435,656.3302823302996,535,1316.4482455815046,1148.9452553850729,535,0.4045881432642472,0.14060809666050877,535,0.22311092513623026,0.1563597547427449,535,11.366355140186917,6.495777134819951,535,1.4836497965981308,9.03719139793054,535,606.3113502175931,444.33410106818286,535,390.1524163724153,372.13207299707244,535,348.7158814502588,550.949036677436,535,176.15887850467288,3.429737579391223
Training,345,12405.768115942028,6537.046289438335,1607,73708.46235220908,49008.18491243965,1607,32.69666459240821,6.39164024001608,1607,13.074051026757934,2.8135547119162836,1607,211.08733665214683,41.36938497188442,1607,40558.392034847544,24136.852188402034,1109,2633.308476104599,1354.919359922535,1361,67.71121969140339,25.980357619568522,1605,24473.533333333333,15942.000693432226,1607,204.30080273802116,41.26249840968196,1607,14.102277535780958,0.7986049730628083,1607,13844.914397198076,9082.36094253529,1607,7.082762912258867,9.677102956299361,1607,9990.770379589298,3880.2198714092847,1607,1845.5493518656906,1380.7384815079256,1607,1722.1666811089628,1300.327761630529,1607,691.5023037874491,511.1959528124296,1607,992.4013322467716,672.6046224069503,1607,1521.2649749953396,1334.2115186835254,1607,0.40145532388604294,0.14802330365390143,1607,0.2315321337450096,0.1520648350720008,1607,9.413814561294338,5.085802603082565,1607,1.3919160483696327,9.013114675113972,1607,601.5400435682092,449.1555789598984,1607,382.7999264685759,393.28912275343504,1607,358.9470103779005,677.3728189785636,1607,175.74673304293714,3.186201604623016
