model,class_name,mae,te,mse,mape,r2,params
linear,LinearRegression,435.24325578589253,6019.498962783401,1353934.7152655562,0.40487572187687987,-1.2450193193147339,{}
linearstruct,LinearRegression,59321098.35875768,12753740888.046322,7.494763854949618e+17,14636.085656264111,-1242740101006.2695,{'fit_intercept': False}
