model,2019,2020,2021
cb,902555.565321602,935918.7493978093,947788.2576053911
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,910337.9749060458,932390.7203096094,957422.5072715026
lasso,897169.000831607,931590.1705583001,936638.378798282
linear,902879.9309483322,936889.6965690718,942641.8321126876
report,918483.4,922127.14,982486.35
rf,904813.0038856392,923900.5797041135,954932.4960206697
ridge,902878.5726029963,936888.2513015517,942640.273681642
