model,class_name,mae,te,mse,mape,r2,params
gb,GradientBoostingRegressor,0.004468030263853141,-0.021806243955665466,3.8322512388160746e-05,0.04883537924002984,0.9441605683899578,"{'learning_rate': 0.005, 'max_depth': 6}"
linear,LinearRegression,0.00832208428403751,-0.03095269674533585,0.00012802162795734747,0.09132771019681901,0.8134606920724996,{}
lasso,Lasso,0.01062374654634847,-0.0951704612148816,0.00020362882613864517,0.11851897633016413,0.7032940378273627,{'alpha': 0.005}
ridge,Ridge,0.008321929333727492,-0.03101959792345854,0.00012803542414719336,0.09131003450918335,0.8134405897527044,{'alpha': 0.01}
rf,RandomForestRegressor,0.003946452998796253,0.005371669534673551,2.6625757643268768e-05,0.04287653605905422,0.961203817799634,"{'max_depth': 10, 'n_estimators': 200}"
cb,CatBoostRegressor,0.00502511046414955,-0.02544982781530386,3.9210124241496207e-05,0.056164096102547766,0.9428672361345314,"{'learning_rate': 0.01, 'depth': 6, 'l2_leaf_reg': 1}"
