model,mae,te,mse,mape,r2,class_name,params
linear,435.24325578589253,6019.498962783401,1353934.7152655562,0.40487572187687987,-1.2450193193147339,LinearRegression,{}
eng,639.7133524231299,125360.21122580743,2284124.959106804,0.5153681328696372,-2.7874090996462715,Calculation,
linearstruct,59321098.35875768,12753740888.046322,7.494763854949618e+17,14636.085656264111,-1242740101006.2695,LinearRegression,{'fit_intercept': False}
