model,2019,2020,2021
cb,918739.7341248589,947283.8757747558,966398.5244632203
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,921475.1121643381,949266.5413154529,964635.1914207002
lasso,924868.1784350085,969668.049291132,973477.3526498587
linear,922043.7243457516,956664.5751923973,964601.4187623679
report,918483.4,922127.14,982486.35
rf,919004.4816954717,946668.3627489636,966847.4429781632
ridge,926801.6173669816,963056.2957836954,971083.2160844074
