model,2019,2020,2021
cb,908275.9046378039,935385.5465379334,955930.70441134
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,904509.859541312,934294.4598450238,944010.6173974401
lasso,895515.1342552884,928878.0088204725,933994.3615950865
linear,899453.6485137264,932204.3968634149,938096.7626760718
report,918483.4,922127.14,982486.35
rf,910658.6248450615,926436.7266102994,958683.6881839391
ridge,899452.5721584796,932203.2704548382,938095.5246478887
