model,mae,te,mse,mape,r2,class_name,params
gb,51.23841489720506,-6107.242391842649,7069.962495752497,0.04285073209622652,0.9898373398652193,GradientBoostingRegressor,"{'learning_rate': 0.01, 'max_depth': 6}"
linear,105.15786701861023,-8896.162278977623,28418.935704098578,0.0916792255577691,0.9591494318213919,LinearRegression,{}
ridge,105.16391004652847,-9016.887113676186,27946.221616054,0.09225875470654407,0.9598289308456945,Ridge,{'alpha': 1}
lasso,110.42867223273782,-14998.30304523474,29433.948710828558,0.09648508293001722,0.95769040962347,Lasso,{'alpha': 0.005}
eng,396.87744240211566,340691.8329620762,940594.5914816813,0.3107938809249877,-0.35205005169180015,Calculation,
