model,class_name,r2,mse,mae,mape,params
gb,GradientBoostingRegressor,0.6441633112769712,0.0010381930409651182,0.008390481733248745,0.08341519495205992,"{'learning_rate': 0.005, 'max_depth': 6}"
linear,LinearRegression,0.3735714342702451,0.001827674880677088,0.015574663288026824,0.15885401318016393,{}
ridge,Ridge,0.3166379469686932,0.0019937846500953696,0.012173082724261515,0.1194179072917868,{'alpha': 1000}
lasso,Lasso,0.2994688175826361,0.0020438774910331637,0.012674295117641399,0.125313939648452,{'alpha': 0.005}
