class_name,mae,te,mse,mape,r2,params
GradientBoostingRegressor,0.00969664643054794,-0.6221958453631833,0.0009654678344882563,0.09424597644340972,0.6124830586722461,"{'learning_rate': 0.005, 'max_depth': 5}"
LinearRegression,0.013314143552113336,-0.7136206277718948,0.0015670079394536703,0.13437898241242865,0.3710384727055567,{}
Lasso,0.013542871234818274,-0.9769206346705239,0.0017410705512326135,0.13121966809132454,0.3011736791758486,{'alpha': 0.005}
Ridge,0.013004996721701943,-0.7572017016781647,0.0015790134753670142,0.13043165444295388,0.366219722261524,{'alpha': 100}
RandomForestRegressor,0.0076260470502304495,-0.33112704866147513,0.0003005261230522421,0.07516978181537211,0.8793756147701991,"{'max_depth': 10, 'n_estimators': 1000}"
CatBoostRegressor,0.007547571372592627,-0.15007075441770168,0.0001019695608307819,0.07861669353172546,0.959071725737374,"{'depth': 6, 'l2_leaf_reg': 7, 'learning_rate': 0.05}"
