set,LDT_count,LDT_mean,LDT_std,Dwt_count,Dwt_mean,Dwt_std,Beam.Mld..m._count,Beam.Mld..m._mean,Beam.Mld..m._std,Draught..m._count,Draught..m._mean,Draught..m._std,LOA..m._count,LOA..m._mean,LOA..m._std,GT_count,GT_mean,GT_std,Main.Bunker.Capacity..m3._count,Main.Bunker.Capacity..m3._mean,Main.Bunker.Capacity..m3._std,TPC_count,TPC_mean,TPC_std,NT_count,NT_mean,NT_std,LBP..m._count,LBP..m._mean,LBP..m._std,Speed..knots._count,Speed..knots._mean,Speed..knots._std,distance_sum_count,distance_sum_mean,distance_sum_std,trip_nunique_count,trip_nunique_mean,trip_nunique_std,ME_W_ref_first_count,ME_W_ref_first_mean,ME_W_ref_first_std,t_over_t_ref_with_m_sum_count,t_over_t_ref_with_m_sum_mean,t_over_t_ref_with_m_sum_std,t_over_t_ref_without_m_sum_count,t_over_t_ref_without_m_sum_mean,t_over_t_ref_without_m_sum_std,v_over_v_ref_with_n_sum_count,v_over_v_ref_with_n_sum_mean,v_over_v_ref_with_n_sum_std,v_over_v_ref_without_n_sum_count,v_over_v_ref_without_n_sum_mean,v_over_v_ref_without_n_sum_std,cal_fc_count,cal_fc_mean,cal_fc_std,port_frac_count,port_frac_mean,port_frac_std,missing_frac_sea_count,missing_frac_sea_mean,missing_frac_sea_std,age_count,age_mean,age_std,total_jump_distance_count,total_jump_distance_mean,total_jump_distance_std,rel_power_ship_sum_count,rel_power_ship_sum_mean,rel_power_ship_sum_std,rel_power_ship_squared_sum_count,rel_power_ship_squared_sum_mean,rel_power_ship_squared_sum_std,rel_power_ship_cubed_sum_count,rel_power_ship_cubed_sum_mean,rel_power_ship_cubed_sum_std,ME_SFC_base_first_count,ME_SFC_base_first_mean,ME_SFC_base_first_std
Test,120,19595.291666666668,5773.6951050706275,535,126232.53457943925,48085.07070851905,535,38.97764485981308,6.239837675629757,535,16.008878504672897,1.8534391189376154,535,256.9553831775701,30.513740746390276,535,66237.56261682243,23836.06117715963,369,4070.620758807588,1245.1786550260872,472,94.92944915254236,23.927880754528363,533,41643.88555347092,15430.910642706509,535,250.13930841121496,29.067127186121134,535,14.342841121495328,0.7900081560942066,535,13868.996107775016,8467.995432178574,535,5.302803738317757,5.596438439800161,535,13936.457943925234,3590.4766563066055,535,1656.2738566744056,1085.8499196070234,535,1536.8703304136757,1015.3167501821806,535,641.1246769437271,420.5007882396935,535,967.5408387738115,594.9055549797367,535,1972.2020632210335,1454.5247471938098,535,0.34660315512162676,0.14306849613534722,535,0.19164843508662152,0.13526015734573826,535,8.383177570093459,4.229034783788403,535,1.564918598130841,8.949093128659007,535,543.614164420772,357.99911383350815,535,317.4527348679979,283.8234010354777,535,293.75399462692553,496.61564070901056,535,175.13084112149534,1.9787452619751271
Training,330,8900.763636363636,2211.1896683535642,1607,47826.219041692595,16510.78140366811,1607,30.167678904791536,3.0692707708759137,1607,11.671841941505912,1.6592842212629564,1607,188.4349844430616,19.17403367464824,1607,28274.030491599253,8369.277132657828,1123,1960.796803205699,597.2834959432778,1351,53.702509252405626,9.40849958493538,1606,15935.408468244084,5539.1863855947395,1607,181.8624766645924,19.615038267637747,1607,14.051144990665836,0.7969069617054924,1607,13821.498838163927,9340.457571947089,1607,7.614187927815806,9.755887085444298,1607,8173.2426882389545,1996.960217850108,1607,1858.945589074528,1390.1355939228008,1607,1735.8179481414934,1308.8616473931386,1607,708.9925255267555,536.1165595795043,1607,993.5195872546312,691.3023809637676,1607,1302.9524096953096,1189.1750009068144,1607,0.42075959809656066,0.14250232309336186,1607,0.24200657816102744,0.1566957630802079,1607,10.406969508400747,5.820468988087334,1607,1.364860162358432,9.041858650016488,1607,622.4130954669643,472.46893015058674,1607,407.0029940509426,414.6642227519262,1607,377.2448382873487,689.9589027177202,1607,176.08898568761668,3.546021488609163
