model,2019,2020,2021
eng,951738.6065535047,1119502.0165243486,1077732.003125762
linear,912867.5143920354,954075.0776939362,956837.7197000072
linearstruct,841903.3356013804,885525.4197726491,892666.6214444957
report,918483.4,922127.14,982486.35
