model,mae,te,mse,mape,r2,class_name,params
linear,202.92725423426853,6696.856898310441,99633.78704182176,0.1803190065021067,0.9053484447280673,LinearRegression,{}
linearstruct,207.31971915179588,-45998.359169901596,103760.11335161132,0.1603317999527629,0.9014284571979623,LinearRegression,{'fit_intercept': False}
eng,272.27322035033234,-14816.096758460699,251494.1997375323,0.20341454063940992,0.7610818794126981,Calculation,
