model,class_name,mae,te,mse,mape,r2,params
gb,GradientBoostingRegressor,56.16621258686027,-7557.26094834451,7577.517845076758,0.04357413521911222,0.9921638948611509,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
rf,RandomForestRegressor,69.95425140715177,-19847.05332631186,12318.106201237682,0.05468594176408789,0.987261531113764,"{'max_depth': 10, 'n_estimators': 200}"
cb,CatBoostRegressor,75.51898799877732,-11729.136827232134,12408.56579945412,0.05830381125796216,0.98716798452807,{'verbose': 0}
ridge,Ridge,133.85885841396623,-23788.60747350402,45933.612911903045,0.10649333073553792,0.9524988752855618,{'alpha': 0.01}
linear,LinearRegression,134.06968430700596,-23821.595597965752,46011.192717564816,0.10656041581707544,0.9524186480229877,{}
lasso,Lasso,139.3603788127461,-46791.73096780259,50940.814479560366,0.10905207977048491,0.9473207999925994,{'alpha': 0.01}
