model,mae,te,mse,mape,r2,class_name,params
cb,53.1637354949157,2059.917301199249,6732.8426082850065,0.051664306617193935,0.9883367645069251,CatBoostRegressor,"{'learning_rate': 0.05, 'depth': 8, 'l2_leaf_reg': 15}"
rf,59.212566937310385,2128.2362276010927,8001.839484131731,0.057445000869760364,0.9861384939896901,RandomForestRegressor,"{'max_depth': 10, 'n_estimators': 1000}"
gb,81.97749749519743,2203.7992691899562,16413.08806869141,0.07910402473721202,0.971567772714876,GradientBoostingRegressor,"{'learning_rate': 0.01, 'max_depth': 3}"
ridge,119.67019595085873,3849.4301043458163,35061.81577640479,0.11406613939606211,0.9392627693818641,Ridge,{'alpha': 10}
linear,119.81403165978473,3624.304672639587,35121.17406113367,0.11423427462638189,0.9391599436225918,LinearRegression,{}
lasso,132.4762553650422,9602.107426637689,44487.794603380215,0.12370899762520074,0.9229342411200464,Lasso,{'alpha': 0.005}
eng,489.77705754034866,232086.75863626134,1569399.7501911845,0.3922135089140644,-1.718655393299798,Calculation,
