model,mae,te,mse,mape,r2,class_name,params
rf,62.033968955214576,-7098.932585965754,12203.772925730414,0.047407307292705085,0.9846398204219506,RandomForestRegressor,"{'max_depth': 10, 'n_estimators': 1000}"
gb,91.4926163198322,-5465.262040713891,27841.684416258606,0.07064914718892175,0.9649572902583718,GradientBoostingRegressor,"{'learning_rate': 0.01, 'max_depth': 4}"
cb,91.55173535760206,-6845.704487828232,18794.537889463685,0.06999869619179423,0.9763444076823203,CatBoostRegressor,"{'learning_rate': 0.01, 'depth': 6, 'l2_leaf_reg': 1}"
ridge,135.15539847095528,-7216.761909488618,41263.57171584493,0.10609623646828753,0.9480639409267637,Ridge,{'alpha': 1}
linear,135.21004025064644,-6675.508242570246,41154.10493652162,0.10612302906853752,0.9482017203986098,LinearRegression,{}
lasso,136.2751716823692,-9865.387577917863,42284.65084372172,0.10670692370943459,0.9467787679836883,Lasso,{'alpha': 0.005}
eng,303.8041831234374,108605.0743258148,310614.0960269266,0.2292220667153708,0.6090480932837004,Calculation,
