model,class_name,mae,te,mse,mape,r2,params
linear,LinearRegression,0.0001531878933589448,-5.64052538647164e-06,5.2539018307869924e-08,0.23761751735163691,0.8416001940445426,{}
linearstruct,LinearRegression,0.00016365353065483142,-0.007512430203034215,5.57828294037522e-08,0.237140687468197,0.8318204329318963,{'fit_intercept': False}
