model,mae,te,mse,mape,r2,class_name,params
linear,105.15786701861023,-8896.162278977623,28418.935704098578,0.0916792255577691,0.9591494318213919,LinearRegression,{}
linearstruct,106.87178515889052,-9253.362520757346,30570.980528635188,0.09239411048594591,0.9560559924771637,LinearRegression,{'fit_intercept': False}
eng,396.87744240211566,340691.8329620762,940594.5914816813,0.3107938809249877,-0.35205005169180015,Calculation,
