model,class_name,best_cv_mean_score,best_cv_std_score,best_params
linear,LinearRegression,-0.00011852399594604722,1.4764840343088504e-05,{}
linearstruct,LinearRegression,-0.00012182768580031775,1.5092364162237546e-05,{'fit_intercept': False}
