model,class_name,r2,mse,mae,mape,params
cb,CatBoostRegressor,0.9974775714447209,7.359465326131226e-06,0.0021157413084162443,0.023100359765128413,"{'depth': 6, 'l2_leaf_reg': 1, 'learning_rate': 0.05}"
rf,RandomForestRegressor,0.8413353825969422,0.0004629216347150297,0.004046418395953802,0.03564198305542977,"{'max_depth': 50, 'n_estimators': 200}"
linear,LinearRegression,0.6429793818816354,0.0010416472864046278,0.013742255428222045,0.14195981674190333,{}
gb,GradientBoostingRegressor,0.5729093301992951,0.0012460844407006962,0.00800123943796747,0.077184985545656,"{'learning_rate': 0.005, 'max_depth': 6}"
ridge,Ridge,0.39569152379339356,0.0017631370639306725,0.012293188648424151,0.1218783057614626,{'alpha': 100}
lasso,Lasso,0.2584138700847035,0.002163659857889433,0.013173062526416998,0.12588129076578186,{'alpha': 0.005}
