model,class_name,r2,rmse,mae,mape,params
gb,GradientBoostingRegressor,0.9889118475971584,3.2350915536849174e-05,0.00420425433404173,0.045285561596441995,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
ridge,Ridge,0.3661934823600663,0.0018492008744053093,0.01319739800592361,0.1323955568733449,{'alpha': 0.01}
linear,LinearRegression,0.36562469302065936,0.001850860380444629,0.013067942850773655,0.1304781133416548,{}
lasso,Lasso,0.20086771713220752,0.002331557147356676,0.015351371063989228,0.1490401697942547,{'alpha': 0.01}
