model,class_name,mae,te,mse,mape,r2,params
rf,RandomForestRegressor,70.0219206218113,-19007.578076611313,12078.7270852184,0.05763916784876296,0.986679205270241,"{'max_depth': 10, 'n_estimators': 200}"
gb,GradientBoostingRegressor,106.08254456092213,-20885.395246433294,28587.000578227424,0.08948972835265649,0.9684733694241602,"{'learning_rate': 0.01, 'max_depth': 3}"
cb,CatBoostRegressor,113.61717620396621,-24830.840647488945,31312.665021981258,0.09353137258818126,0.9654674221665324,"{'depth': 6, 'l2_leaf_reg': 1, 'learning_rate': 0.01}"
linear,LinearRegression,136.01490907209464,-27647.91485346578,47813.62492797938,0.11527392737954326,0.9472696519709646,{}
ridge,Ridge,136.0150476634853,-27651.014502702375,47813.940156369536,0.1152739380939853,0.9472693043273223,{'alpha': 0.005}
lasso,Lasso,137.9170346641826,-39108.054892808614,50584.84189591342,0.11546010044228057,0.9442134679773175,{'alpha': 0.005}
