year,report_target_count,report_target_mean,report_target_std,cal_target_count,cal_target_mean,cal_target_std
2019,394,0.0008523497669133068,0.0014998145379611118,394,0.0008567234875758771,0.0007025230500562171
2020,428,0.0007654050392669686,0.0005186311639453163,428,0.0009897625878883438,0.000930686251543483
2021,464,0.0008551094833070534,0.0006215224242313618,464,0.00098765677684708,0.0008946049064465085
