,cb,gb,lasso,linear,rf,ridge,mean,sd
rel_power_ship_sum,2,1,1,2,3,2,1.8333333333333333,0.6871842709362768
cal_fc,1,2,3,5,1,5,2.8333333333333335,1.674979270186815
rel_power_ship_squared_sum,5,5,2,1,6,1,3.3333333333333335,2.0548046676563256
Draught..m.,3,3,4,4,4,4,3.6666666666666665,0.4714045207910317
rel_power_ship_cubed_sum,4,4,8,3,2,3,4.0,1.9148542155126762
ME_W_ref_first,6,6,7,6,5,6,6.0,0.5773502691896257
Speed..knots.,7,7,5,8,7,8,7.0,1.0
ME_SFC_base_first,8,8,6,7,8,7,7.333333333333333,0.74535599249993
