model,2019,2020,2021
cb,917420.4913109601,952902.602579312,964827.1064004446
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,920577.8175734193,951360.8479030804,962349.0943704346
lasso,937548.7863063777,981850.8459029885,984792.2518527494
linear,918522.8806134078,954884.4158618366,959139.8944009258
report,918483.4,922127.14,982486.35
rf,919628.3811318976,948528.6182988274,966683.0555896728
ridge,923097.6439691652,959917.7102720011,961227.7992128402
